KC,knownState,1-init,1-learn,learn,1-guess,guess,init,forget,1-forget,slip,1-slip,emit_*feature_student_2515,emit_*feature_student_2520,emit_*feature_student_2522,emit_*feature_student_2528,emit_*feature_student_2606,emit_*feature_student_2641,emit_*feature_student_2642,emit_*feature_student_2647,emit_*feature_student_2648,emit_*feature_student_2649,emit_*feature_student_2650,emit_*feature_student_2652,emit_*feature_student_2653,emit_*feature_student_2655,emit_*feature_student_2664,emit_*feature_student_2665,emit_*feature_student_2666,emit_*feature_student_2667,emit_*feature_student_2668,emit_*feature_student_2669,emit_*feature_student_2671,emit_*feature_student_2674,emit_*feature_student_2675,emit_*feature_student_2676,emit_*feature_student_2759,emit_*feature_student_2761,emit_*feature_student_2763,emit_*feature_student_2765,emit_*feature_student_2766,emit_*feature_student_2772,emit_*feature_student_2773,emit_*feature_student_2774,emit_*feature_student_2777,emit_*feature_student_2780,emit_*feature_student_2785,emit_*feature_student_2787,emit_*feature_student_2791,emit_*feature_student_2792,emit_*feature_student_2805,emit_*feature_student_2806,emit_*feature_student_2807,emit_*feature_student_2808,emit_*feature_student_2812,emit_*feature_student_2986,emit_*feature_student_2989,emit_*feature_student_2991,emit_*feature_student_2992,emit_*feature_student_2996,emit_*feature_student_2997,emit_*feature_student_2999,emit_*feature_student_3000,emit_*feature_student_3003,emit_*feature_student_3006,emit_*feature_student_3007,emit_*feature_student_3011,emit_*feature_student_3012,emit_*feature_student_3018,emit_*feature_student_3019,emit_*feature_student_3020,emit_*feature_student_3021,emit_*feature_student_3022,emit_*feature_student_3086,emit_*feature_item_jNested1,emit_*feature_item_jNested2,emit_*feature_item_jNested3,guess_bias,slip_bias,
Nested_Loops,1.0,0.6049699593241797,0.009987229942371027,0.9900127700576293,-1.0,-1.0,0.39503004067582004,0.0,1.0,-1.0,-1.0,0.7274254890949703,-0.07078512908896337,-0.07078512908896337,-0.4066359884673708,0.004544266410373867,-0.07078512908896337,-0.07078512908896337,0.09926927560161207,-0.07078512908896337,0.09926927560161207,0.09926927560161207,-0.07078512908896337,0.3313329750566175,-0.4604801058546212,-0.4604801058546212,0.004544266410373867,0.004544266410373867,0.09926927560161207,-0.07078512908896337,0.4346536228627726,0.012018671854155649,-0.07078512908896337,-0.3408365311574858,0.34527460393615267,-0.07078512908896337,0.004544266410373867,0.09926927560161207,-0.07078512908896337,0.4346536228627726,-0.4604801058546212,-0.4604801058546212,0.3313329750566175,-0.07078512908896337,-0.07078512908896337,0.3322026304312466,0.021600926185688357,0.3313329750566175,-0.4066359884673708,0.3322026304312466,-0.07078512908896337,0.004544266410373867,-0.07078512908896337,0.004544266410373867,0.004544266410373867,-0.07078512908896337,-0.07078512908896337,0.004544266410373867,-0.07078512908896337,-0.4604801058546212,0.004544266410373867,0.004544266410373867,0.004544266410373867,0.004544266410373867,-0.1400801703469222,0.004544266410373867,-0.07078512908896337,0.4346536228627726,0.09926927560161207,-0.4066359884673708,0.09926927560161207,0.09926927560161207,0.09926927560161207,1.3492568341203959,-0.7475945122348683,-0.8578361522254939,0.37019313573353835,0.6263669660735045,
